Controller pinned to core 3.
Scheduler started.
pulled barnes
pulled radix
pulled blackscholes
pulled canneal
pulled freqmine
pulled streamcluster
pulled vips
[MEMCACHED] cores updated to: ['0', '1', '2']
[radix] started on cores: [3] with 1 threads.
[monitor] ['51%', '53%', '50%', '100%']  memcached=154.4%
[monitor] ['65%', '59%', '100%', '58%']  memcached=181.7%
[monitor] ['66%', '65%', '100%', '61%']  memcached=191.8%
[monitor] ['68%', '65%', '100%', '61%']  memcached=192.9%
[monitor] ['66%', '64%', '100%', '62%']  memcached=191.8%
[monitor] ['67%', '63%', '100%', '60%']  memcached=189.8%
[monitor] ['66%', '65%', '100%', '63%']  memcached=193.4%
[monitor] ['65%', '64%', '100%', '60%']  memcached=188.8%
[monitor] ['66%', '64%', '100%', '62%']  memcached=191.4%
[monitor] ['65%', '64%', '100%', '56%']  memcached=184.6%
[monitor] ['67%', '62%', '100%', '62%']  memcached=190.2%
[monitor] ['65%', '64%', '100%', '62%']  memcached=190.9%
[monitor] ['66%', '62%', '100%', '61%']  memcached=188.7%
[monitor] ['67%', '63%', '100%', '61%']  memcached=190.6%
[monitor] ['64%', '64%', '100%', '60%']  memcached=187.8%
[monitor] ['65%', '62%', '100%', '59%']  memcached=185.5%
[monitor] ['63%', '63%', '100%', '60%']  memcached=185.7%
[monitor] ['67%', '65%', '100%', '63%']  memcached=194.4%
[monitor] ['63%', '62%', '100%', '58%']  memcached=182.2%
[monitor] ['65%', '63%', '100%', '60%']  memcached=187.7%
[monitor] ['64%', '64%', '100%', '60%']  memcached=187.8%
[monitor] ['67%', '63%', '100%', '64%']  memcached=193.4%
[monitor] ['64%', '66%', '100%', '60%']  memcached=189.6%
[monitor] ['65%', '65%', '100%', '61%']  memcached=190.3%
[monitor] ['64%', '64%', '100%', '56%']  memcached=183.7%
[monitor] ['66%', '66%', '100%', '63%']  memcached=194.4%
[monitor] ['65%', '61%', '100%', '58%']  memcached=182.9%
[monitor] ['64%', '65%', '100%', '62%']  memcached=190.5%
[monitor] ['64%', '63%', '100%', '60%']  memcached=186.7%
[monitor] ['68%', '63%', '100%', '59%']  memcached=189.8%
[monitor] ['67%', '61%', '100%', '59%']  memcached=186.6%
[monitor] ['67%', '61%', '100%', '58%']  memcached=185.4%
[monitor] ['63%', '66%', '100%', '61%']  memcached=190.0%
[monitor] ['63%', '62%', '100%', '59%']  memcached=183.8%
[monitor] ['66%', '65%', '100%', '62%']  memcached=192.2%
[monitor] ['65%', '64%', '100%', '61%']  memcached=189.9%
[monitor] ['65%', '62%', '100%', '59%']  memcached=185.9%
[monitor] ['65%', '62%', '100%', '61%']  memcached=188.0%
[monitor] ['64%', '64%', '100%', '58%']  memcached=185.4%
[monitor] ['63%', '61%', '100%', '59%']  memcached=182.3%
[monitor] ['64%', '60%', '100%', '59%']  memcached=182.7%
[monitor] ['68%', '65%', '100%', '61%']  memcached=192.9%
[monitor] ['63%', '61%', '100%', '60%']  memcached=184.3%
[monitor] ['67%', '64%', '100%', '61%']  memcached=190.9%
[monitor] ['63%', '64%', '100%', '58%']  memcached=184.3%
[monitor] ['67%', '61%', '100%', '62%']  memcached=189.0%
[monitor] ['63%', '61%', '100%', '59%']  memcached=182.3%
[monitor] ['67%', '63%', '100%', '63%']  memcached=192.4%
[monitor] ['65%', '63%', '100%', '58%']  memcached=186.2%
[monitor] ['68%', '62%', '100%', '61%']  memcached=189.9%
[monitor] ['64%', '62%', '100%', '58%']  memcached=183.2%
[monitor] ['65%', '63%', '100%', '58%']  memcached=185.3%
[monitor] ['62%', '63%', '100%', '59%']  memcached=183.4%
[monitor] ['64%', '63%', '100%', '59%']  memcached=185.6%
[monitor] ['65%', '64%', '100%', '60%']  memcached=188.8%
[monitor] ['61%', '57%', '100%', '58%']  memcached=176.6%
[monitor] ['67%', '62%', '100%', '63%']  memcached=192.0%
[monitor] ['70%', '71%', '100%', '66%']  memcached=206.6%
[monitor] ['71%', '68%', '100%', '65%']  memcached=202.9%
[monitor] ['71%', '71%', '100%', '69%']  memcached=211.5%
[monitor] ['72%', '71%', '100%', '69%']  memcached=211.4%
[monitor] ['74%', '74%', '100%', '69%']  memcached=216.5%
[monitor] ['72%', '71%', '100%', '69%']  memcached=212.2%
[monitor] ['74%', '74%', '100%', '68%']  memcached=216.2%
[monitor] ['75%', '74%', '100%', '71%']  memcached=220.0%
[monitor] ['73%', '70%', '100%', '69%']  memcached=211.2%
[monitor] ['71%', '71%', '100%', '68%']  memcached=208.8%
[monitor] ['75%', '74%', '100%', '71%']  memcached=219.1%
[monitor] ['74%', '71%', '100%', '70%']  memcached=214.7%
[monitor] ['75%', '73%', '100%', '69%']  memcached=216.3%
[monitor] ['75%', '74%', '100%', '69%']  memcached=218.0%
[monitor] ['72%', '71%', '100%', '68%']  memcached=210.5%
[monitor] ['74%', '72%', '100%', '71%']  memcached=217.1%
[monitor] ['75%', '76%', '100%', '71%']  memcached=221.3%
[monitor] ['70%', '68%', '100%', '66%']  memcached=203.6%
[monitor] ['75%', '75%', '100%', '70%']  memcached=219.7%
[monitor] ['74%', '73%', '100%', '71%']  memcached=218.0%
[monitor] ['77%', '76%', '100%', '71%']  memcached=224.3%
[monitor] ['74%', '71%', '100%', '66%']  memcached=210.6%
[monitor] ['72%', '71%', '100%', '68%']  memcached=210.5%
[monitor] ['76%', '76%', '100%', '73%']  memcached=224.2%
[monitor] ['76%', '73%', '100%', '70%']  memcached=218.9%
[monitor] ['73%', '71%', '100%', '68%']  memcached=211.2%
[monitor] ['79%', '75%', '100%', '71%']  memcached=225.0%
[monitor] ['73%', '71%', '100%', '68%']  memcached=211.2%
[monitor] ['72%', '69%', '100%', '68%']  memcached=208.4%
[monitor] ['74%', '73%', '100%', '69%']  memcached=216.5%
[monitor] ['73%', '74%', '100%', '69%']  memcached=215.0%
[monitor] ['69%', '69%', '100%', '66%']  memcached=203.7%
[monitor] ['71%', '71%', '100%', '68%']  memcached=210.5%
[monitor] ['72%', '71%', '100%', '67%']  memcached=209.5%
[monitor] ['72%', '72%', '100%', '71%']  memcached=215.5%
[monitor] ['75%', '74%', '100%', '71%']  memcached=220.0%
[monitor] ['76%', '72%', '100%', '69%']  memcached=217.1%
[monitor] ['74%', '73%', '100%', '71%']  memcached=217.6%
[monitor] ['77%', '75%', '100%', '71%']  memcached=222.7%
[monitor] ['76%', '73%', '100%', '73%']  memcached=221.9%
[monitor] ['74%', '70%', '100%', '67%']  memcached=209.9%
[monitor] ['73%', '72%', '100%', '67%']  memcached=211.3%
[monitor] ['71%', '71%', '100%', '68%']  memcached=210.5%
[monitor] ['74%', '73%', '100%', '73%']  memcached=219.0%
[monitor] ['76%', '72%', '100%', '68%']  memcached=215.3%
[monitor] ['74%', '73%', '100%', '70%']  memcached=216.0%
[monitor] ['76%', '73%', '100%', '70%']  memcached=218.9%
[monitor] ['76%', '73%', '100%', '72%']  memcached=220.4%
[monitor] ['74%', '73%', '100%', '68%']  memcached=214.7%
[monitor] ['67%', '67%', '100%', '65%']  memcached=197.8%
[monitor] ['55%', '53%', '100%', '50%']  memcached=158.2%
[monitor] ['53%', '54%', '100%', '53%']  memcached=159.8%
[monitor] ['53%', '53%', '100%', '45%']  memcached=151.0%
[monitor] ['57%', '50%', '100%', '51%']  memcached=158.1%
[monitor] ['54%', '54%', '100%', '51%']  memcached=159.5%
[monitor] ['55%', '50%', '100%', '47%']  memcached=152.3%
[monitor] ['54%', '48%', '100%', '50%']  memcached=152.5%
[monitor] ['56%', '54%', '100%', '47%']  memcached=156.7%
[monitor] ['54%', '54%', '100%', '51%']  memcached=159.5%
[monitor] ['53%', '51%', '100%', '50%']  memcached=154.2%
[monitor] ['54%', '51%', '100%', '48%']  memcached=154.2%
[monitor] ['51%', '47%', '100%', '50%']  memcached=148.2%
[monitor] ['51%', '55%', '100%', '47%']  memcached=153.6%
[monitor] ['56%', '53%', '100%', '51%']  memcached=160.3%
[monitor] ['55%', '54%', '100%', '50%']  memcached=159.5%
[monitor] ['58%', '56%', '100%', '56%']  memcached=169.8%
[monitor] ['56%', '52%', '100%', '51%']  memcached=158.4%
[monitor] ['54%', '50%', '100%', '48%']  memcached=152.5%
[monitor] ['53%', '54%', '100%', '53%']  memcached=159.8%
[monitor] ['53%', '48%', '100%', '47%']  memcached=148.3%
[monitor] ['57%', '53%', '100%', '48%']  memcached=158.0%
[monitor] ['54%', '51%', '100%', '50%']  memcached=155.5%
[monitor] ['54%', '50%', '100%', '48%']  memcached=152.8%
[monitor] ['50%', '51%', '100%', '47%']  memcached=148.5%
[monitor] ['54%', '54%', '100%', '47%']  memcached=155.6%
[monitor] ['53%', '49%', '100%', '54%']  memcached=155.4%
[monitor] ['54%', '51%', '100%', '47%']  memcached=152.8%
[monitor] ['57%', '53%', '100%', '52%']  memcached=161.2%
[monitor] ['54%', '53%', '100%', '51%']  memcached=158.5%
[monitor] ['54%', '52%', '100%', '49%']  memcached=154.1%
[monitor] ['54%', '51%', '100%', '50%']  memcached=155.7%
[monitor] ['53%', '50%', '100%', '47%']  memcached=149.8%
[monitor] ['53%', '50%', '100%', '51%']  memcached=154.2%
[monitor] ['57%', '53%', '100%', '50%']  memcached=159.5%
[monitor] ['51%', '50%', '100%', '50%']  memcached=151.4%
[monitor] ['54%', '48%', '100%', '48%']  memcached=151.0%
[monitor] ['56%', '53%', '100%', '50%']  memcached=158.5%
[monitor] ['53%', '48%', '100%', '47%']  memcached=148.3%
[monitor] ['56%', '54%', '100%', '50%']  memcached=159.6%
[monitor] ['54%', '49%', '100%', '49%']  memcached=151.0%
[monitor] ['53%', '54%', '100%', '49%']  memcached=155.8%
[monitor] ['54%', '51%', '100%', '50%']  memcached=155.5%
[monitor] ['53%', '51%', '100%', '50%']  memcached=154.2%
[monitor] ['51%', '53%', '100%', '49%']  memcached=152.9%
[monitor] ['54%', '53%', '100%', '53%']  memcached=160.0%
[monitor] ['54%', '51%', '100%', '47%']  memcached=152.8%
[monitor] ['54%', '50%', '100%', '48%']  memcached=152.8%
[monitor] ['54%', '51%', '100%', '51%']  memcached=157.1%
[monitor] ['54%', '51%', '100%', '51%']  memcached=157.1%
[monitor] ['44%', '47%', '100%', '44%']  memcached=135.3%
[MEMCACHED] cores updated to: ['0', '3']
[freqmine] cores updated to: [1, 2]
[monitor] ['41%', '100%', '100%', '36%']  memcached=77.5%
[monitor] ['40%', '100%', '100%', '37%']  memcached=77.1%
[monitor] ['40%', '100%', '100%', '38%']  memcached=78.2%
[monitor] ['42%', '100%', '100%', '37%']  memcached=78.8%
[monitor] ['42%', '100%', '100%', '32%']  memcached=73.9%
[monitor] ['38%', '100%', '100%', '33%']  memcached=71.6%
[monitor] ['40%', '100%', '100%', '36%']  memcached=76.4%
[monitor] ['39%', '100%', '100%', '34%']  memcached=73.3%
[monitor] ['40%', '100%', '100%', '35%']  memcached=75.3%
[monitor] ['40%', '100%', '100%', '38%']  memcached=78.2%
[monitor] ['42%', '100%', '100%', '36%']  memcached=78.0%
[monitor] ['40%', '100%', '100%', '34%']  memcached=74.4%
[monitor] ['40%', '100%', '100%', '35%']  memcached=75.3%
[monitor] ['40%', '100%', '100%', '38%']  memcached=78.2%
[monitor] ['42%', '100%', '100%', '39%']  memcached=80.6%
[monitor] ['38%', '100%', '100%', '34%']  memcached=72.6%
[monitor] ['43%', '100%', '100%', '38%']  memcached=81.5%
[monitor] ['39%', '100%', '100%', '39%']  memcached=77.8%
[monitor] ['38%', '100%', '100%', '43%']  memcached=81.5%
[monitor] ['37%', '100%', '100%', '33%']  memcached=70.5%
[monitor] ['43%', '100%', '100%', '36%']  memcached=79.6%
[monitor] ['40%', '100%', '100%', '37%']  memcached=77.1%
[monitor] ['41%', '100%', '100%', '31%']  memcached=71.8%
[monitor] ['44%', '100%', '100%', '43%']  memcached=87.3%
[monitor] ['40%', '100%', '100%', '38%']  memcached=77.5%
[monitor] ['42%', '100%', '100%', '39%']  memcached=80.6%
[monitor] ['42%', '100%', '100%', '36%']  memcached=78.0%
[monitor] ['42%', '100%', '100%', '37%']  memcached=78.8%
[monitor] ['41%', '100%', '100%', '35%']  memcached=75.8%
[monitor] ['42%', '100%', '100%', '34%']  memcached=76.0%
[monitor] ['45%', '100%', '100%', '38%']  memcached=83.0%
[monitor] ['39%', '100%', '100%', '38%']  memcached=77.6%
[monitor] ['40%', '100%', '100%', '38%']  memcached=78.2%
[monitor] ['38%', '100%', '100%', '40%']  memcached=78.2%
[monitor] ['39%', '100%', '100%', '33%']  memcached=72.2%
[monitor] ['42%', '100%', '100%', '38%']  memcached=79.9%
[monitor] ['42%', '100%', '100%', '37%']  memcached=78.8%
[monitor] ['38%', '100%', '100%', '38%']  memcached=76.5%
[monitor] ['39%', '100%', '100%', '37%']  memcached=76.0%
[monitor] ['43%', '100%', '100%', '38%']  memcached=81.5%
[monitor] ['40%', '100%', '100%', '37%']  memcached=77.1%
[monitor] ['41%', '100%', '100%', '33%']  memcached=73.9%
[monitor] ['38%', '100%', '100%', '40%']  memcached=78.2%
[monitor] ['44%', '100%', '100%', '36%']  memcached=80.8%
[monitor] ['42%', '100%', '100%', '41%']  memcached=82.2%
[monitor] ['45%', '100%', '100%', '40%']  memcached=84.7%
[monitor] ['37%', '100%', '100%', '41%']  memcached=77.7%
[monitor] ['43%', '100%', '100%', '36%']  memcached=79.6%
[monitor] ['38%', '100%', '100%', '35%']  memcached=73.5%
[monitor] ['58%', '100%', '100%', '61%']  memcached=119.0%
[monitor] ['78%', '100%', '100%', '72%']  memcached=149.7%
[monitor] ['68%', '100%', '100%', '81%']  memcached=148.1%
[monitor] ['71%', '100%', '100%', '85%']  memcached=156.3%
[monitor] ['69%', '100%', '100%', '85%']  memcached=154.7%
[monitor] ['69%', '100%', '100%', '85%']  memcached=154.7%
[monitor] ['72%', '100%', '100%', '83%']  memcached=155.1%
[monitor] ['69%', '100%', '100%', '85%']  memcached=153.4%
[monitor] ['69%', '100%', '100%', '86%']  memcached=154.3%
[monitor] ['70%', '100%', '100%', '83%']  memcached=153.1%
[monitor] ['69%', '100%', '100%', '85%']  memcached=153.4%
[monitor] ['72%', '100%', '100%', '85%']  memcached=157.5%
[monitor] ['72%', '100%', '100%', '85%']  memcached=157.5%
[monitor] ['66%', '100%', '100%', '83%']  memcached=149.0%
[monitor] ['66%', '100%', '100%', '83%']  memcached=149.1%
[monitor] ['66%', '100%', '100%', '80%']  memcached=145.7%
[monitor] ['77%', '100%', '100%', '79%']  memcached=155.9%
[monitor] ['74%', '100%', '100%', '83%']  memcached=156.4%
[monitor] ['69%', '100%', '100%', '86%']  memcached=155.2%
[monitor] ['75%', '100%', '100%', '82%']  memcached=156.8%
[monitor] ['77%', '100%', '100%', '80%']  memcached=157.1%
[monitor] ['69%', '100%', '100%', '86%']  memcached=155.6%
[monitor] ['77%', '100%', '100%', '79%']  memcached=155.9%
[monitor] ['74%', '100%', '100%', '80%']  memcached=153.5%
[monitor] ['72%', '100%', '100%', '83%']  memcached=155.1%
[monitor] ['69%', '100%', '100%', '81%']  memcached=149.7%
[monitor] ['73%', '100%', '100%', '71%']  memcached=144.4%
[monitor] ['78%', '100%', '100%', '78%']  memcached=155.6%
[monitor] ['71%', '100%', '100%', '85%']  memcached=155.9%
[monitor] ['74%', '100%', '100%', '82%']  memcached=155.3%
[monitor] ['76%', '100%', '100%', '76%']  memcached=152.2%
[monitor] ['68%', '100%', '100%', '81%']  memcached=149.5%
[monitor] ['69%', '100%', '100%', '77%']  memcached=146.6%
[monitor] ['71%', '100%', '100%', '71%']  memcached=142.9%
[monitor] ['69%', '100%', '100%', '78%']  memcached=147.2%
[monitor] ['69%', '100%', '100%', '80%']  memcached=148.6%
[monitor] ['69%', '100%', '100%', '74%']  memcached=143.0%
[monitor] ['69%', '100%', '100%', '75%']  memcached=143.6%
[monitor] ['68%', '100%', '100%', '82%']  memcached=149.9%
[monitor] ['69%', '100%', '100%', '74%']  memcached=142.9%
[monitor] ['73%', '100%', '100%', '74%']  memcached=146.7%
[monitor] ['67%', '100%', '100%', '82%']  memcached=149.0%
[monitor] ['68%', '100%', '100%', '77%']  memcached=144.7%
[monitor] ['72%', '100%', '100%', '74%']  memcached=145.8%
[monitor] ['68%', '100%', '100%', '78%']  memcached=146.8%
[monitor] ['66%', '100%', '100%', '76%']  memcached=142.1%
[monitor] ['73%', '100%', '100%', '71%']  memcached=144.4%
[monitor] ['72%', '100%', '100%', '76%']  memcached=148.7%
[monitor] ['67%', '100%', '100%', '78%']  memcached=144.4%
[monitor] ['72%', '100%', '100%', '74%']  memcached=146.5%
[monitor] ['67%', '100%', '100%', '67%']  memcached=133.3%
[monitor] ['63%', '100%', '100%', '66%']  memcached=128.9%
[monitor] ['63%', '100%', '100%', '70%']  memcached=133.1%
[monitor] ['65%', '100%', '100%', '65%']  memcached=129.7%
[monitor] ['65%', '100%', '100%', '65%']  memcached=129.6%
[monitor] ['62%', '100%', '100%', '68%']  memcached=129.7%
[monitor] ['66%', '100%', '100%', '64%']  memcached=129.7%
[monitor] ['63%', '100%', '100%', '69%']  memcached=132.3%
[monitor] ['61%', '100%', '100%', '72%']  memcached=132.8%
[monitor] ['67%', '100%', '100%', '64%']  memcached=130.6%
[monitor] ['68%', '100%', '100%', '65%']  memcached=132.2%
[monitor] ['66%', '100%', '100%', '67%']  memcached=132.5%
[monitor] ['61%', '100%', '100%', '68%']  memcached=128.7%
[monitor] ['69%', '100%', '100%', '61%']  memcached=130.3%
[monitor] ['63%', '100%', '100%', '66%']  memcached=128.6%
[monitor] ['66%', '100%', '100%', '66%']  memcached=131.6%
[monitor] ['68%', '100%', '100%', '62%']  memcached=129.3%
[monitor] ['61%', '100%', '100%', '68%']  memcached=128.7%
[monitor] ['59%', '100%', '100%', '67%']  memcached=126.1%
[monitor] ['67%', '100%', '100%', '63%']  memcached=129.5%
[monitor] ['62%', '100%', '100%', '67%']  memcached=128.8%
[monitor] ['63%', '100%', '100%', '71%']  memcached=134.2%
[monitor] ['62%', '100%', '100%', '67%']  memcached=128.4%
[monitor] ['64%', '100%', '100%', '65%']  memcached=128.8%
[monitor] ['61%', '100%', '100%', '71%']  memcached=132.2%
[monitor] ['63%', '100%', '100%', '68%']  memcached=130.4%
[monitor] ['61%', '100%', '100%', '67%']  memcached=127.8%
[monitor] ['68%', '100%', '100%', '65%']  memcached=132.4%
[monitor] ['63%', '100%', '100%', '71%']  memcached=134.3%
[monitor] ['68%', '100%', '100%', '72%']  memcached=139.9%
[monitor] ['68%', '100%', '100%', '71%']  memcached=138.2%
[monitor] ['59%', '100%', '100%', '73%']  memcached=131.8%
[monitor] ['63%', '100%', '100%', '76%']  memcached=138.5%
[monitor] ['65%', '100%', '100%', '69%']  memcached=133.4%
[monitor] ['65%', '100%', '100%', '66%']  memcached=130.7%
[monitor] ['60%', '100%', '100%', '71%']  memcached=131.1%
[monitor] ['62%', '100%', '100%', '65%']  memcached=126.9%
[monitor] ['66%', '100%', '100%', '68%']  memcached=133.4%
[monitor] ['61%', '100%', '100%', '69%']  memcached=130.0%
[monitor] ['68%', '100%', '100%', '61%']  memcached=129.5%
[monitor] ['70%', '100%', '100%', '64%']  memcached=134.2%
[monitor] ['61%', '100%', '100%', '70%']  memcached=130.8%
[monitor] ['62%', '100%', '100%', '59%']  memcached=120.6%
[monitor] ['65%', '100%', '100%', '68%']  memcached=132.4%
[monitor] ['66%', '100%', '100%', '69%']  memcached=134.4%
[monitor] ['64%', '100%', '100%', '68%']  memcached=132.3%
[monitor] ['66%', '100%', '100%', '63%']  memcached=128.6%
[monitor] ['65%', '100%', '100%', '67%']  memcached=131.5%
[monitor] ['60%', '100%', '100%', '71%']  memcached=131.1%
[monitor] ['64%', '100%', '100%', '65%']  memcached=128.8%
[monitor] ['59%', '100%', '100%', '57%']  memcached=116.1%
[monitor] ['57%', '100%', '100%', '57%']  memcached=113.5%
[monitor] ['58%', '100%', '100%', '57%']  memcached=115.1%
[monitor] ['62%', '100%', '100%', '56%']  memcached=117.1%
[monitor] ['56%', '100%', '100%', '56%']  memcached=111.1%
[monitor] ['59%', '100%', '100%', '57%']  memcached=116.6%
[monitor] ['59%', '100%', '100%', '56%']  memcached=115.3%
[monitor] ['62%', '100%', '100%', '54%']  memcached=115.8%
[monitor] ['61%', '100%', '100%', '53%']  memcached=113.5%
[monitor] ['58%', '100%', '100%', '58%']  memcached=115.8%
[monitor] ['62%', '100%', '100%', '57%']  memcached=118.3%
[monitor] ['56%', '100%', '100%', '56%']  memcached=112.3%
[monitor] ['54%', '100%', '100%', '57%']  memcached=111.0%
[monitor] ['57%', '100%', '100%', '55%']  memcached=112.0%
[monitor] ['62%', '100%', '100%', '58%']  memcached=120.5%
[monitor] ['59%', '100%', '100%', '56%']  memcached=114.5%
[monitor] ['58%', '100%', '100%', '52%']  memcached=109.8%
[monitor] ['60%', '100%', '100%', '57%']  memcached=116.8%
[monitor] ['57%', '100%', '100%', '55%']  memcached=111.3%
[monitor] ['58%', '100%', '100%', '58%']  memcached=115.8%
[monitor] ['59%', '100%', '100%', '57%']  memcached=116.6%
[monitor] ['58%', '100%', '100%', '56%']  memcached=113.5%
[monitor] ['59%', '100%', '100%', '54%']  memcached=113.7%
[monitor] ['55%', '100%', '100%', '54%']  memcached=109.5%
[monitor] ['61%', '100%', '100%', '59%']  memcached=119.5%
[monitor] ['59%', '100%', '100%', '54%']  memcached=113.3%
[monitor] ['59%', '100%', '100%', '57%']  memcached=116.2%
[monitor] ['59%', '100%', '100%', '58%']  memcached=117.4%
[monitor] ['56%', '100%', '100%', '58%']  memcached=113.9%
[monitor] ['58%', '100%', '100%', '56%']  memcached=113.5%
[monitor] ['59%', '100%', '100%', '56%']  memcached=114.5%
[monitor] ['59%', '100%', '100%', '54%']  memcached=113.7%
[monitor] ['58%', '100%', '100%', '57%']  memcached=114.7%
[monitor] ['58%', '100%', '100%', '56%']  memcached=113.8%
[monitor] ['59%', '100%', '100%', '57%']  memcached=115.7%
[monitor] ['62%', '100%', '100%', '55%']  memcached=116.8%
[monitor] ['58%', '100%', '100%', '58%']  memcached=116.2%
[monitor] ['58%', '100%', '100%', '57%']  memcached=115.0%
[monitor] ['61%', '100%', '100%', '57%']  memcached=117.3%
[monitor] ['56%', '100%', '100%', '57%']  memcached=112.3%
[monitor] ['59%', '100%', '100%', '58%']  memcached=116.9%
[monitor] ['56%', '100%', '100%', '56%']  memcached=111.8%
[monitor] ['59%', '100%', '100%', '56%']  memcached=114.5%
[monitor] ['58%', '100%', '100%', '58%']  memcached=116.2%
[monitor] ['58%', '100%', '100%', '56%']  memcached=113.5%
[monitor] ['58%', '100%', '100%', '59%']  memcached=116.9%
[monitor] ['58%', '100%', '100%', '54%']  memcached=112.2%
[monitor] ['57%', '100%', '100%', '58%']  memcached=115.5%
[monitor] ['59%', '100%', '100%', '55%']  memcached=114.2%
[monitor] ['61%', '100%', '100%', '57%']  memcached=117.3%
[monitor] ['63%', '100%', '100%', '61%']  memcached=123.7%
[monitor] ['61%', '100%', '100%', '62%']  memcached=122.7%
[monitor] ['61%', '100%', '100%', '62%']  memcached=122.1%
[monitor] ['61%', '100%', '100%', '59%']  memcached=120.0%
[monitor] ['62%', '100%', '100%', '61%']  memcached=123.3%
[monitor] ['62%', '100%', '100%', '59%']  memcached=122.0%
[monitor] ['62%', '100%', '100%', '66%']  memcached=127.6%
[monitor] ['66%', '100%', '100%', '59%']  memcached=124.6%
[monitor] ['58%', '100%', '100%', '62%']  memcached=120.5%
[monitor] ['64%', '100%', '100%', '58%']  memcached=122.4%
[monitor] ['62%', '100%', '100%', '57%']  memcached=119.3%
[monitor] ['62%', '100%', '100%', '58%']  memcached=120.5%
[monitor] ['61%', '100%', '100%', '59%']  memcached=119.3%
[monitor] ['58%', '100%', '100%', '57%']  memcached=115.5%
[monitor] ['62%', '100%', '100%', '58%']  memcached=120.5%
[monitor] ['62%', '100%', '100%', '63%']  memcached=125.0%
[monitor] ['62%', '100%', '100%', '55%']  memcached=116.7%
[monitor] ['63%', '100%', '100%', '60%']  memcached=123.2%
[monitor] ['59%', '100%', '100%', '59%']  memcached=118.9%
[monitor] ['62%', '100%', '100%', '57%']  memcached=118.7%
[monitor] ['62%', '100%', '100%', '60%']  memcached=122.2%
[monitor] ['62%', '100%', '100%', '61%']  memcached=123.3%
[monitor] ['64%', '100%', '100%', '56%']  memcached=120.0%
[monitor] ['63%', '100%', '100%', '58%']  memcached=121.5%
[monitor] ['62%', '100%', '100%', '59%']  memcached=120.4%
[monitor] ['59%', '100%', '100%', '58%']  memcached=117.8%
[monitor] ['62%', '100%', '100%', '59%']  memcached=121.6%
[monitor] ['59%', '100%', '100%', '61%']  memcached=120.0%
[monitor] ['61%', '100%', '100%', '57%']  memcached=117.7%
[monitor] ['65%', '100%', '100%', '56%']  memcached=120.7%
[monitor] ['62%', '100%', '100%', '61%']  memcached=123.6%
[monitor] ['63%', '100%', '100%', '58%']  memcached=121.5%
[monitor] ['61%', '100%', '100%', '56%']  memcached=117.0%
[monitor] ['64%', '100%', '100%', '59%']  memcached=123.6%
[monitor] ['62%', '100%', '100%', '59%']  memcached=121.0%
[monitor] ['62%', '100%', '100%', '54%']  memcached=116.4%
[monitor] ['61%', '100%', '100%', '56%']  memcached=117.0%
[monitor] ['63%', '100%', '100%', '60%']  memcached=123.2%
[monitor] ['62%', '100%', '100%', '62%']  memcached=123.7%
[monitor] ['61%', '100%', '100%', '57%']  memcached=118.3%
[monitor] ['59%', '100%', '100%', '61%']  memcached=120.6%
[monitor] ['59%', '100%', '100%', '61%']  memcached=120.6%
[monitor] ['59%', '100%', '100%', '56%']  memcached=115.0%
[monitor] ['62%', '100%', '100%', '60%']  memcached=122.2%
[monitor] ['62%', '100%', '100%', '59%']  memcached=121.0%
[monitor] ['61%', '100%', '100%', '58%']  memcached=118.9%
[monitor] ['63%', '100%', '100%', '58%']  memcached=121.5%
[monitor] ['62%', '100%', '100%', '59%']  memcached=121.6%
[monitor] ['59%', '100%', '100%', '61%']  memcached=120.6%
[monitor] ['58%', '100%', '100%', '58%']  memcached=116.7%
[monitor] ['49%', '100%', '100%', '46%']  memcached=94.4%
[monitor] ['49%', '100%', '100%', '42%']  memcached=91.1%
[monitor] ['49%', '100%', '100%', '49%']  memcached=97.1%
[monitor] ['51%', '100%', '100%', '47%']  memcached=98.5%
[monitor] ['50%', '100%', '100%', '44%']  memcached=94.1%
[monitor] ['50%', '100%', '100%', '44%']  memcached=94.1%
[monitor] ['49%', '100%', '100%', '47%']  memcached=95.9%
[monitor] ['47%', '100%', '100%', '45%']  memcached=92.7%
[monitor] ['49%', '100%', '100%', '44%']  memcached=92.7%
[monitor] ['46%', '100%', '100%', '49%']  memcached=94.3%
[monitor] ['50%', '100%', '100%', '46%']  memcached=95.7%
[monitor] ['50%', '100%', '100%', '47%']  memcached=97.2%
[monitor] ['50%', '100%', '100%', '44%']  memcached=94.1%
[monitor] ['53%', '100%', '100%', '47%']  memcached=99.9%
[monitor] ['50%', '100%', '100%', '45%']  memcached=95.5%
[monitor] ['49%', '100%', '100%', '51%']  memcached=99.9%
[monitor] ['50%', '100%', '100%', '46%']  memcached=95.7%
[monitor] ['53%', '100%', '100%', '50%']  memcached=102.6%
[monitor] ['53%', '100%', '100%', '49%']  memcached=101.3%
[monitor] ['50%', '100%', '100%', '53%']  memcached=102.8%
[monitor] ['53%', '100%', '100%', '54%']  memcached=106.7%
[monitor] ['51%', '100%', '100%', '49%']  memcached=99.9%
[monitor] ['51%', '100%', '100%', '46%']  memcached=97.1%
[monitor] ['50%', '100%', '100%', '51%']  memcached=101.3%
[monitor] ['50%', '100%', '100%', '49%']  memcached=98.6%
[monitor] ['59%', '69%', '83%', '53%']  memcached=112.4%
[freqmine] ended.
