Controller pinned to core 3.
Scheduler started.
pulled barnes
pulled radix
pulled blackscholes
pulled canneal
pulled freqmine
pulled streamcluster
pulled vips
[MEMCACHED] cores updated to: ['0', '1', '2']
[radix] started on cores: [3] with 1 threads.
[monitor] ['60%', '64%', '57%', '100%']  memcached=181.3%
[monitor] ['69%', '100%', '100%', '83%']  memcached=151.9%
[monitor] ['74%', '100%', '100%', '86%']  memcached=159.8%
[monitor] ['72%', '100%', '100%', '78%']  memcached=150.9%
[monitor] ['68%', '100%', '100%', '78%']  memcached=145.9%
[monitor] ['65%', '100%', '100%', '81%']  memcached=146.1%
[monitor] ['68%', '100%', '100%', '76%']  memcached=143.8%
[monitor] ['68%', '100%', '100%', '78%']  memcached=146.7%
[monitor] ['67%', '100%', '100%', '81%']  memcached=147.7%
[monitor] ['67%', '100%', '100%', '79%']  memcached=146.2%
[monitor] ['71%', '100%', '100%', '74%']  memcached=145.0%
[monitor] ['65%', '100%', '100%', '81%']  memcached=146.1%
[monitor] ['68%', '100%', '100%', '83%']  memcached=150.8%
[monitor] ['76%', '100%', '100%', '76%']  memcached=152.0%
[monitor] ['74%', '100%', '100%', '86%']  memcached=159.4%
[monitor] ['69%', '100%', '100%', '86%']  memcached=155.3%
[monitor] ['75%', '100%', '100%', '80%']  memcached=155.0%
[monitor] ['71%', '100%', '100%', '85%']  memcached=156.3%
[monitor] ['70%', '100%', '100%', '86%']  memcached=156.1%
[monitor] ['69%', '100%', '100%', '83%']  memcached=152.1%
[monitor] ['74%', '100%', '100%', '79%']  memcached=152.6%
[monitor] ['72%', '100%', '100%', '85%']  memcached=157.8%
[monitor] ['69%', '100%', '100%', '86%']  memcached=154.9%
[monitor] ['76%', '100%', '100%', '81%']  memcached=157.4%
[monitor] ['71%', '100%', '100%', '86%']  memcached=156.4%
[monitor] ['68%', '100%', '100%', '86%']  memcached=154.0%
[monitor] ['74%', '100%', '100%', '80%']  memcached=154.4%
[monitor] ['72%', '100%', '100%', '84%']  memcached=155.6%
[monitor] ['72%', '100%', '100%', '85%']  memcached=157.1%
[monitor] ['70%', '100%', '100%', '86%']  memcached=156.1%
[monitor] ['83%', '100%', '100%', '100%']  memcached=182.9%
[MEMCACHED] cores updated to: ['0', '2', '3']
[freqmine] cores updated to: [1]
[monitor] ['83%', '100%', '83%', '79%']  memcached=246.2%
[monitor] ['83%', '100%', '85%', '81%']  memcached=248.7%
[monitor] ['81%', '100%', '85%', '81%']  memcached=247.5%
[monitor] ['83%', '100%', '83%', '79%']  memcached=245.6%
[monitor] ['83%', '100%', '86%', '78%']  memcached=247.2%
[monitor] ['78%', '100%', '81%', '76%']  memcached=234.6%
[monitor] ['78%', '100%', '81%', '76%']  memcached=235.8%
[monitor] ['79%', '100%', '78%', '76%']  memcached=233.0%
[monitor] ['78%', '100%', '81%', '76%']  memcached=234.6%
[monitor] ['78%', '100%', '81%', '74%']  memcached=233.1%
[monitor] ['81%', '100%', '83%', '79%']  memcached=243.4%
[monitor] ['81%', '100%', '80%', '76%']  memcached=236.8%
[monitor] ['76%', '100%', '81%', '76%']  memcached=233.7%
[monitor] ['81%', '100%', '81%', '76%']  memcached=237.3%
[monitor] ['81%', '100%', '83%', '76%']  memcached=239.6%
[monitor] ['81%', '100%', '84%', '79%']  memcached=243.8%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.2%
[monitor] ['85%', '100%', '86%', '78%']  memcached=248.8%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.2%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.2%
[monitor] ['83%', '100%', '86%', '81%']  memcached=250.0%
[monitor] ['83%', '100%', '86%', '81%']  memcached=249.7%
[monitor] ['83%', '100%', '85%', '81%']  memcached=248.7%
[monitor] ['84%', '100%', '85%', '79%']  memcached=248.6%
[monitor] ['83%', '100%', '86%', '81%']  memcached=249.1%
[monitor] ['86%', '100%', '86%', '81%']  memcached=252.9%
[monitor] ['83%', '100%', '86%', '81%']  memcached=249.1%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.7%
[monitor] ['83%', '100%', '86%', '78%']  memcached=247.4%
[monitor] ['85%', '100%', '85%', '81%']  memcached=250.7%
[monitor] ['83%', '100%', '88%', '82%']  memcached=252.8%
[monitor] ['83%', '100%', '86%', '80%']  memcached=248.6%
[monitor] ['83%', '100%', '83%', '78%']  memcached=244.6%
[monitor] ['81%', '100%', '85%', '79%']  memcached=244.8%
[monitor] ['81%', '100%', '83%', '78%']  memcached=241.7%
[monitor] ['81%', '100%', '81%', '76%']  memcached=238.0%
[monitor] ['77%', '100%', '78%', '74%']  memcached=229.7%
[monitor] ['78%', '100%', '81%', '74%']  memcached=233.1%
[monitor] ['76%', '100%', '79%', '74%']  memcached=229.6%
[monitor] ['78%', '100%', '78%', '75%']  memcached=231.8%
[monitor] ['77%', '100%', '78%', '72%']  memcached=227.8%
[monitor] ['76%', '100%', '78%', '74%']  memcached=228.4%
[monitor] ['76%', '100%', '79%', '74%']  memcached=228.3%
[monitor] ['79%', '100%', '79%', '74%']  memcached=231.6%
[monitor] ['76%', '100%', '78%', '74%']  memcached=227.8%
[monitor] ['76%', '100%', '78%', '74%']  memcached=229.1%
[monitor] ['78%', '100%', '78%', '76%']  memcached=233.1%
[monitor] ['79%', '100%', '81%', '74%']  memcached=234.4%
[monitor] ['66%', '100%', '72%', '68%']  memcached=205.1%
[monitor] ['51%', '100%', '54%', '49%']  memcached=153.8%
[monitor] ['54%', '100%', '54%', '49%']  memcached=156.0%
[monitor] ['52%', '100%', '54%', '50%']  memcached=156.2%
[monitor] ['52%', '100%', '51%', '50%']  memcached=153.8%
[monitor] ['52%', '100%', '56%', '51%']  memcached=159.9%
[monitor] ['56%', '100%', '56%', '54%']  memcached=165.9%
[monitor] ['54%', '100%', '54%', '50%']  memcached=157.3%
[monitor] ['51%', '100%', '52%', '50%']  memcached=153.8%
[monitor] ['55%', '100%', '55%', '47%']  memcached=157.1%
[monitor] ['50%', '100%', '55%', '49%']  memcached=153.4%
[monitor] ['55%', '100%', '51%', '49%']  memcached=155.0%
[monitor] ['56%', '100%', '56%', '50%']  memcached=161.9%
[monitor] ['51%', '100%', '54%', '49%']  memcached=153.6%
[monitor] ['51%', '100%', '55%', '44%']  memcached=150.5%
[monitor] ['51%', '100%', '54%', '51%']  memcached=156.4%
[monitor] ['52%', '100%', '55%', '44%']  memcached=151.7%
[monitor] ['70%', '100%', '73%', '68%']  memcached=211.7%
[monitor] ['78%', '100%', '81%', '76%']  memcached=234.5%
[monitor] ['81%', '100%', '83%', '76%']  memcached=239.7%
[monitor] ['78%', '100%', '81%', '76%']  memcached=235.8%
[monitor] ['81%', '100%', '81%', '76%']  memcached=238.5%
[monitor] ['78%', '100%', '81%', '74%']  memcached=232.6%
[monitor] ['81%', '100%', '83%', '79%']  memcached=242.8%
[monitor] ['81%', '100%', '81%', '76%']  memcached=238.0%
[monitor] ['78%', '100%', '81%', '76%']  memcached=235.8%
[monitor] ['78%', '100%', '81%', '76%']  memcached=234.6%
[monitor] ['85%', '100%', '86%', '81%']  memcached=252.1%
[monitor] ['83%', '100%', '86%', '81%']  memcached=250.1%
[monitor] ['85%', '100%', '91%', '83%']  memcached=258.8%
[monitor] ['83%', '100%', '86%', '79%']  memcached=247.5%
[monitor] ['79%', '100%', '81%', '78%']  memcached=237.9%
[monitor] ['81%', '100%', '81%', '76%']  memcached=237.8%
[monitor] ['74%', '100%', '74%', '68%']  memcached=215.5%
[monitor] ['13%', '100%', '13%', '10%']  memcached=37.0%
[MEMCACHED] cores updated to: ['0', '3']
[freqmine] cores updated to: [2, 1]
[monitor] ['7%', '100%', '100%', '4%']  memcached=11.0%
[MEMCACHED] cores updated to: ['0']
[freqmine] cores updated to: [2, 1, 3]
[monitor] ['21%', '100%', '100%', '100%']  memcached=20.7%
[monitor] ['25%', '100%', '100%', '100%']  memcached=25.0%
[monitor] ['26%', '100%', '100%', '100%']  memcached=25.8%
[monitor] ['23%', '100%', '100%', '100%']  memcached=22.6%
[monitor] ['20%', '100%', '100%', '100%']  memcached=20.0%
[monitor] ['25%', '100%', '100%', '100%']  memcached=25.0%
[monitor] ['21%', '100%', '100%', '100%']  memcached=20.7%
[monitor] ['19%', '100%', '100%', '100%']  memcached=19.4%
[monitor] ['18%', '100%', '100%', '100%']  memcached=17.9%
[monitor] ['23%', '100%', '100%', '100%']  memcached=22.6%
[monitor] ['20%', '100%', '100%', '100%']  memcached=20.0%
[monitor] ['20%', '100%', '100%', '100%']  memcached=20.0%
[monitor] ['17%', '100%', '100%', '100%']  memcached=17.2%
[monitor] ['26%', '100%', '100%', '100%']  memcached=25.8%
[monitor] ['69%', '100%', '100%', '100%']  memcached=68.8%
[monitor] ['94%', '100%', '100%', '100%']  memcached=93.9%
[MEMCACHED] cores updated to: ['0', '1', '3']
[freqmine] cores updated to: [2]
[monitor] ['62%', '65%', '100%', '62%']  memcached=188.9%
[monitor] ['62%', '63%', '100%', '59%']  memcached=184.3%
[monitor] ['60%', '62%', '100%', '61%']  memcached=183.3%
[monitor] ['60%', '63%', '100%', '59%']  memcached=181.9%
[monitor] ['62%', '63%', '100%', '63%']  memcached=188.4%
[monitor] ['60%', '65%', '100%', '61%']  memcached=185.6%
[monitor] ['62%', '63%', '100%', '61%']  memcached=185.7%
[monitor] ['60%', '63%', '100%', '60%']  memcached=182.9%
[monitor] ['61%', '62%', '100%', '62%']  memcached=184.8%
[monitor] ['59%', '64%', '100%', '59%']  memcached=181.8%
[monitor] ['61%', '64%', '100%', '63%']  memcached=187.4%
[monitor] ['62%', '63%', '100%', '60%']  memcached=184.8%
[monitor] ['60%', '62%', '100%', '61%']  memcached=182.4%
[monitor] ['60%', '63%', '100%', '60%']  memcached=183.4%
[monitor] ['54%', '56%', '100%', '54%']  memcached=164.1%
[monitor] ['7%', '7%', '100%', '4%']  memcached=17.4%
[MEMCACHED] cores updated to: ['0', '3']
[freqmine] cores updated to: [2, 1]
[monitor] ['7%', '100%', '100%', '4%']  memcached=10.8%
[MEMCACHED] cores updated to: ['0']
[freqmine] cores updated to: [2, 1, 3]
[monitor] ['19%', '100%', '100%', '100%']  memcached=19.4%
[monitor] ['17%', '100%', '100%', '100%']  memcached=17.2%
[monitor] ['17%', '100%', '100%', '100%']  memcached=17.2%
[monitor] ['17%', '100%', '100%', '100%']  memcached=16.7%
[monitor] ['17%', '100%', '100%', '100%']  memcached=17.2%
[monitor] ['14%', '100%', '100%', '100%']  memcached=13.8%
[monitor] ['21%', '100%', '100%', '100%']  memcached=20.7%
[monitor] ['14%', '100%', '100%', '100%']  memcached=14.3%
[monitor] ['17%', '100%', '100%', '100%']  memcached=16.7%
[monitor] ['14%', '100%', '100%', '100%']  memcached=14.3%
[monitor] ['17%', '100%', '100%', '100%']  memcached=17.2%
[monitor] ['17%', '100%', '100%', '100%']  memcached=17.2%
[monitor] ['17%', '100%', '100%', '100%']  memcached=17.2%
[monitor] ['20%', '100%', '100%', '100%']  memcached=20.0%
[monitor] ['74%', '100%', '100%', '100%']  memcached=74.2%
[monitor] ['97%', '100%', '100%', '100%']  memcached=96.9%
[MEMCACHED] cores updated to: ['0', '1', '2']
[freqmine] cores updated to: [3]
[monitor] ['63%', '63%', '63%', '100%']  memcached=190.2%
[monitor] ['63%', '62%', '64%', '100%']  memcached=189.0%
[monitor] ['62%', '63%', '64%', '100%']  memcached=189.2%
[monitor] ['62%', '61%', '63%', '100%']  memcached=186.3%
[monitor] ['64%', '62%', '64%', '100%']  memcached=191.1%
[monitor] ['63%', '63%', '63%', '100%']  memcached=190.2%
[monitor] ['62%', '61%', '65%', '100%']  memcached=188.0%
[monitor] ['62%', '64%', '63%', '100%']  memcached=189.6%
[monitor] ['62%', '63%', '61%', '100%']  memcached=185.7%
[monitor] ['62%', '63%', '64%', '100%']  memcached=189.0%
[monitor] ['64%', '63%', '64%', '100%']  memcached=191.2%
[monitor] ['61%', '64%', '65%', '100%']  memcached=190.4%
[monitor] ['64%', '61%', '64%', '100%']  memcached=189.5%
[monitor] ['63%', '64%', '63%', '100%']  memcached=191.1%
[monitor] ['62%', '62%', '61%', '100%']  memcached=184.8%
[monitor] ['56%', '56%', '57%', '100%']  memcached=169.3%
[monitor] ['52%', '51%', '57%', '100%']  memcached=160.9%
[monitor] ['54%', '54%', '52%', '100%']  memcached=159.8%
[monitor] ['49%', '55%', '56%', '100%']  memcached=159.5%
[monitor] ['56%', '56%', '55%', '100%']  memcached=166.7%
[monitor] ['57%', '58%', '57%', '100%']  memcached=172.4%
[monitor] ['56%', '57%', '57%', '100%']  memcached=170.1%
[monitor] ['57%', '59%', '59%', '100%']  memcached=175.3%
[monitor] ['57%', '57%', '58%', '100%']  memcached=172.8%
[monitor] ['58%', '59%', '59%', '100%']  memcached=175.4%
[monitor] ['57%', '58%', '57%', '100%']  memcached=172.1%
[monitor] ['56%', '58%', '60%', '100%']  memcached=173.8%
[monitor] ['55%', '57%', '56%', '100%']  memcached=168.0%
[monitor] ['59%', '60%', '58%', '100%']  memcached=177.1%
[monitor] ['55%', '58%', '58%', '100%']  memcached=171.0%
[monitor] ['57%', '58%', '57%', '100%']  memcached=172.4%
[monitor] ['65%', '64%', '64%', '100%']  memcached=193.7%
[monitor] ['65%', '66%', '67%', '100%']  memcached=197.6%
[monitor] ['67%', '66%', '68%', '100%']  memcached=200.0%
[monitor] ['65%', '66%', '66%', '100%']  memcached=196.7%
[monitor] ['66%', '67%', '69%', '100%']  memcached=201.6%
[monitor] ['67%', '65%', '67%', '100%']  memcached=198.3%
[monitor] ['66%', '67%', '67%', '100%']  memcached=199.2%
[monitor] ['66%', '65%', '67%', '100%']  memcached=197.5%
[monitor] ['66%', '63%', '67%', '100%']  memcached=195.9%
[monitor] ['63%', '68%', '68%', '100%']  memcached=198.4%
[monitor] ['67%', '66%', '67%', '100%']  memcached=199.2%
[monitor] ['66%', '66%', '67%', '100%']  memcached=198.4%
[monitor] ['68%', '68%', '69%', '100%']  memcached=205.8%
[monitor] ['65%', '63%', '67%', '100%']  memcached=195.2%
[monitor] ['65%', '66%', '67%', '100%']  memcached=198.3%
[monitor] ['66%', '67%', '68%', '100%']  memcached=200.0%
[monitor] ['63%', '65%', '64%', '100%']  memcached=192.7%
[monitor] ['30%', '28%', '31%', '100%']  memcached=89.7%
[MEMCACHED] cores updated to: ['0', '2']
[freqmine] cores updated to: [1, 3]
[monitor] ['51%', '100%', '51%', '100%']  memcached=102.4%
[monitor] ['47%', '100%', '49%', '100%']  memcached=96.1%
[monitor] ['48%', '100%', '46%', '100%']  memcached=93.4%
[monitor] ['50%', '100%', '46%', '100%']  memcached=96.2%
[monitor] ['48%', '100%', '49%', '100%']  memcached=96.2%
[monitor] ['50%', '100%', '43%', '100%']  memcached=93.2%
[monitor] ['49%', '100%', '50%', '100%']  memcached=98.7%
[monitor] ['49%', '100%', '47%', '100%']  memcached=96.1%
[monitor] ['48%', '100%', '48%', '100%']  memcached=95.0%
[monitor] ['53%', '100%', '49%', '100%']  memcached=102.2%
[monitor] ['49%', '100%', '48%', '100%']  memcached=96.2%
[monitor] ['46%', '100%', '47%', '100%']  memcached=93.5%
[monitor] ['51%', '100%', '50%', '100%']  memcached=101.2%
[monitor] ['50%', '100%', '46%', '100%']  memcached=95.9%
[monitor] ['46%', '100%', '46%', '100%']  memcached=92.3%
[monitor] ['67%', '100%', '64%', '100%']  memcached=130.8%
[monitor] ['79%', '100%', '79%', '100%']  memcached=157.9%
[monitor] ['81%', '100%', '76%', '100%']  memcached=157.4%
[monitor] ['79%', '100%', '79%', '100%']  memcached=157.9%
[monitor] ['78%', '100%', '76%', '100%']  memcached=154.7%
[monitor] ['82%', '100%', '79%', '100%']  memcached=160.5%
[MEMCACHED] cores updated to: ['0', '2', '3']
[freqmine] cores updated to: [1]
[monitor] ['68%', '100%', '68%', '66%']  memcached=202.4%
[monitor] ['65%', '100%', '68%', '65%']  memcached=198.3%
[monitor] ['68%', '100%', '68%', '65%']  memcached=201.6%
[monitor] ['68%', '100%', '70%', '63%']  memcached=201.7%
[monitor] ['66%', '100%', '67%', '66%']  memcached=198.4%
[monitor] ['68%', '100%', '70%', '64%']  memcached=202.6%
[monitor] ['68%', '100%', '68%', '67%']  memcached=201.7%
[monitor] ['67%', '100%', '68%', '63%']  memcached=197.6%
[monitor] ['67%', '100%', '68%', '66%']  memcached=200.8%
[monitor] ['68%', '100%', '68%', '66%']  memcached=201.6%
[monitor] ['68%', '100%', '70%', '64%']  memcached=201.6%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.7%
[monitor] ['85%', '100%', '86%', '82%']  memcached=252.6%
[monitor] ['83%', '100%', '86%', '83%']  memcached=251.4%
[monitor] ['81%', '100%', '83%', '78%']  memcached=242.2%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.3%
[monitor] ['83%', '100%', '84%', '81%']  memcached=247.7%
[monitor] ['83%', '100%', '88%', '81%']  memcached=252.6%
[monitor] ['88%', '100%', '91%', '85%']  memcached=263.8%
[monitor] ['88%', '100%', '94%', '85%']  memcached=266.9%
[monitor] ['88%', '100%', '88%', '83%']  memcached=259.0%
[monitor] ['83%', '100%', '88%', '81%']  memcached=251.6%
[monitor] ['83%', '100%', '83%', '81%']  memcached=246.7%
[monitor] ['86%', '100%', '85%', '81%']  memcached=252.1%
[monitor] ['82%', '100%', '85%', '80%']  memcached=247.6%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.7%
[monitor] ['85%', '100%', '86%', '81%']  memcached=252.1%
[monitor] ['52%', '100%', '53%', '47%']  memcached=151.5%
[monitor] ['14%', '100%', '10%', '7%']  memcached=31.3%
[MEMCACHED] cores updated to: ['0', '3']
[freqmine] cores updated to: [2, 1]
[monitor] ['20%', '100%', '100%', '14%']  memcached=33.8%
[MEMCACHED] cores updated to: ['0']
[freqmine] cores updated to: [2, 1, 3]
[monitor] ['42%', '100%', '100%', '100%']  memcached=42.1%
[monitor] ['42%', '100%', '100%', '100%']  memcached=42.1%
[monitor] ['46%', '100%', '100%', '100%']  memcached=45.9%
[monitor] ['49%', '100%', '100%', '100%']  memcached=48.7%
[monitor] ['45%', '100%', '100%', '100%']  memcached=44.7%
[monitor] ['46%', '100%', '100%', '100%']  memcached=46.3%
[monitor] ['48%', '100%', '100%', '100%']  memcached=47.5%
[monitor] ['46%', '100%', '100%', '100%']  memcached=46.2%
[monitor] ['42%', '100%', '100%', '100%']  memcached=42.1%
[monitor] ['45%', '100%', '100%', '100%']  memcached=44.7%
[monitor] ['45%', '100%', '100%', '100%']  memcached=44.7%
[monitor] ['41%', '100%', '100%', '100%']  memcached=40.5%
[monitor] ['46%', '100%', '100%', '100%']  memcached=46.2%
[monitor] ['46%', '100%', '100%', '100%']  memcached=45.7%
[monitor] ['97%', '100%', '100%', '100%']  memcached=96.8%
[MEMCACHED] cores updated to: ['0', '1', '2']
[freqmine] cores updated to: [3]
[monitor] ['63%', '63%', '64%', '100%']  memcached=191.1%
[monitor] ['64%', '63%', '64%', '100%']  memcached=192.0%
[monitor] ['63%', '63%', '63%', '100%']  memcached=190.2%
[monitor] ['63%', '64%', '63%', '100%']  memcached=191.1%
[monitor] ['63%', '63%', '63%', '100%']  memcached=190.2%
[monitor] ['64%', '62%', '64%', '100%']  memcached=190.5%
[monitor] ['64%', '67%', '67%', '100%']  memcached=197.6%
[monitor] ['63%', '63%', '65%', '100%']  memcached=191.9%
[monitor] ['62%', '63%', '62%', '100%']  memcached=186.6%
[monitor] ['63%', '63%', '66%', '100%']  memcached=192.1%
[monitor] ['64%', '62%', '63%', '100%']  memcached=190.2%
[monitor] ['63%', '62%', '63%', '100%']  memcached=188.7%
[monitor] ['63%', '64%', '63%', '100%']  memcached=191.1%
[monitor] ['64%', '66%', '65%', '100%']  memcached=195.3%
[monitor] ['61%', '64%', '64%', '100%']  memcached=189.5%
[monitor] ['69%', '69%', '70%', '100%']  memcached=208.5%
[monitor] ['72%', '72%', '74%', '100%']  memcached=218.7%
[monitor] ['72%', '75%', '74%', '100%']  memcached=220.5%
[monitor] ['73%', '72%', '75%', '100%']  memcached=219.8%
[monitor] ['74%', '74%', '74%', '100%']  memcached=222.5%
[monitor] ['76%', '76%', '79%', '100%']  memcached=230.9%
[monitor] ['77%', '74%', '73%', '100%']  memcached=223.6%
[monitor] ['72%', '74%', '74%', '100%']  memcached=219.8%
[monitor] ['74%', '72%', '74%', '100%']  memcached=220.5%
[monitor] ['72%', '72%', '74%', '100%']  memcached=219.4%
[monitor] ['72%', '72%', '74%', '100%']  memcached=218.0%
[monitor] ['74%', '74%', '75%', '100%']  memcached=223.0%
[monitor] ['74%', '74%', '74%', '100%']  memcached=221.1%
[monitor] ['72%', '72%', '74%', '100%']  memcached=218.7%
[monitor] ['74%', '72%', '74%', '100%']  memcached=221.2%
[monitor] ['72%', '74%', '76%', '100%']  memcached=223.2%
[monitor] ['72%', '72%', '76%', '100%']  memcached=219.9%
[monitor] ['72%', '74%', '73%', '100%']  memcached=219.2%
[monitor] ['72%', '72%', '74%', '100%']  memcached=217.9%
[monitor] ['74%', '74%', '74%', '100%']  memcached=222.4%
[monitor] ['72%', '72%', '72%', '100%']  memcached=216.8%
[monitor] ['72%', '72%', '72%', '100%']  memcached=216.8%
[monitor] ['72%', '74%', '75%', '100%']  memcached=220.5%
[monitor] ['71%', '71%', '72%', '100%']  memcached=213.3%
[monitor] ['72%', '74%', '74%', '100%']  memcached=220.5%
[monitor] ['72%', '70%', '75%', '100%']  memcached=216.8%
[monitor] ['72%', '75%', '72%', '100%']  memcached=219.3%
[monitor] ['70%', '71%', '72%', '100%']  memcached=212.8%
[monitor] ['72%', '72%', '72%', '100%']  memcached=216.8%
[monitor] ['72%', '72%', '76%', '100%']  memcached=220.6%
[monitor] ['74%', '74%', '74%', '100%']  memcached=222.4%
[monitor] ['71%', '70%', '72%', '100%']  memcached=212.8%
[monitor] ['72%', '72%', '71%', '100%']  memcached=215.3%
[monitor] ['56%', '57%', '57%', '100%']  memcached=169.1%
[monitor] ['37%', '42%', '42%', '100%']  memcached=120.5%
[MEMCACHED] cores updated to: ['0', '2']
[freqmine] cores updated to: [1, 3]
[monitor] ['53%', '97%', '50%', '100%']  memcached=103.5%
[monitor] ['50%', '100%', '50%', '100%']  memcached=100.0%
[monitor] ['50%', '100%', '49%', '100%']  memcached=98.7%
[monitor] ['51%', '100%', '55%', '100%']  memcached=105.8%
[monitor] ['54%', '100%', '50%', '100%']  memcached=103.7%
[monitor] ['50%', '100%', '52%', '100%']  memcached=102.4%
[monitor] ['51%', '100%', '49%', '100%']  memcached=99.9%
[monitor] ['51%', '100%', '51%', '100%']  memcached=102.5%
[monitor] ['51%', '100%', '49%', '100%']  memcached=99.9%
[monitor] ['50%', '100%', '52%', '100%']  memcached=102.4%
[monitor] ['51%', '100%', '52%', '100%']  memcached=103.6%
[monitor] ['48%', '100%', '49%', '100%']  memcached=96.2%
[monitor] ['53%', '100%', '51%', '100%']  memcached=104.7%
[monitor] ['52%', '100%', '51%', '100%']  memcached=103.6%
[monitor] ['52%', '100%', '51%', '100%']  memcached=103.7%
[monitor] ['91%', '100%', '93%', '100%']  memcached=184.2%
[MEMCACHED] cores updated to: ['0', '2', '3']
[freqmine] cores updated to: [1]
[monitor] ['78%', '100%', '78%', '76%']  memcached=232.5%
[monitor] ['78%', '100%', '81%', '74%']  memcached=233.3%
[monitor] ['78%', '100%', '81%', '76%']  memcached=234.6%
[monitor] ['78%', '100%', '81%', '76%']  memcached=235.8%
[monitor] ['78%', '100%', '78%', '77%']  memcached=233.7%
[monitor] ['81%', '100%', '81%', '76%']  memcached=236.8%
[monitor] ['76%', '100%', '81%', '76%']  memcached=233.1%
[monitor] ['79%', '100%', '80%', '77%']  memcached=235.9%
[monitor] ['81%', '100%', '83%', '79%']  memcached=242.8%
[monitor] ['78%', '100%', '81%', '74%']  memcached=233.1%
[monitor] ['79%', '100%', '81%', '76%']  memcached=235.8%
[monitor] ['79%', '100%', '78%', '77%']  memcached=234.2%
[monitor] ['78%', '100%', '81%', '75%']  memcached=233.3%
[monitor] ['81%', '100%', '81%', '76%']  memcached=238.0%
[monitor] ['76%', '100%', '81%', '75%']  memcached=231.8%
[monitor] ['83%', '100%', '82%', '80%']  memcached=245.2%
[monitor] ['86%', '100%', '89%', '83%']  memcached=257.1%
[monitor] ['81%', '100%', '83%', '79%']  memcached=242.9%
[monitor] ['83%', '100%', '86%', '79%']  memcached=247.9%
[monitor] ['81%', '100%', '82%', '78%']  memcached=241.3%
[monitor] ['81%', '100%', '86%', '78%']  memcached=244.0%
[monitor] ['85%', '100%', '86%', '78%']  memcached=249.4%
[monitor] ['81%', '100%', '85%', '81%']  memcached=247.5%
[monitor] ['83%', '100%', '86%', '78%']  memcached=246.8%
[monitor] ['81%', '100%', '83%', '79%']  memcached=243.9%
[monitor] ['83%', '100%', '83%', '78%']  memcached=243.5%
[monitor] ['81%', '100%', '86%', '79%']  memcached=245.2%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.7%
[monitor] ['83%', '100%', '83%', '78%']  memcached=244.6%
[monitor] ['81%', '100%', '83%', '78%']  memcached=242.3%
[monitor] ['86%', '100%', '88%', '83%']  memcached=257.3%
[monitor] ['85%', '100%', '88%', '83%']  memcached=256.9%
[monitor] ['82%', '100%', '83%', '78%']  memcached=242.8%
[monitor] ['83%', '100%', '85%', '81%']  memcached=249.2%
[monitor] ['81%', '100%', '84%', '78%']  memcached=242.7%
[monitor] ['86%', '100%', '85%', '83%']  memcached=254.3%
[monitor] ['83%', '100%', '85%', '83%']  memcached=251.5%
[monitor] ['81%', '100%', '85%', '78%']  memcached=244.2%
[monitor] ['82%', '100%', '83%', '79%']  memcached=243.9%
[monitor] ['81%', '100%', '83%', '78%']  memcached=241.7%
[monitor] ['83%', '100%', '83%', '79%']  memcached=245.6%
[monitor] ['80%', '100%', '86%', '81%']  memcached=246.3%
[monitor] ['81%', '100%', '83%', '79%']  memcached=242.9%
[monitor] ['83%', '100%', '83%', '78%']  memcached=244.1%
[monitor] ['82%', '100%', '84%', '77%']  memcached=242.3%
[monitor] ['81%', '100%', '83%', '81%']  memcached=244.0%
[monitor] ['81%', '100%', '85%', '76%']  memcached=241.5%
[monitor] ['83%', '100%', '83%', '81%']  memcached=247.7%
[monitor] ['78%', '100%', '83%', '76%']  memcached=238.0%
[monitor] ['79%', '100%', '81%', '74%']  memcached=233.2%
[monitor] ['78%', '100%', '81%', '76%']  memcached=235.1%
[monitor] ['81%', '100%', '83%', '79%']  memcached=242.9%
[monitor] ['76%', '100%', '79%', '73%']  memcached=227.6%
[monitor] ['78%', '100%', '78%', '74%']  memcached=230.5%
[monitor] ['78%', '100%', '81%', '78%']  memcached=236.7%
[monitor] ['84%', '100%', '84%', '81%']  memcached=248.6%
[monitor] ['81%', '100%', '83%', '76%']  memcached=240.2%
[monitor] ['76%', '100%', '78%', '76%']  memcached=229.1%
[monitor] ['79%', '100%', '81%', '74%']  memcached=233.2%
[monitor] ['78%', '100%', '78%', '74%']  memcached=230.5%
[monitor] ['76%', '100%', '78%', '76%']  memcached=231.0%
[monitor] ['81%', '100%', '81%', '76%']  memcached=238.0%
[monitor] ['76%', '100%', '78%', '76%']  memcached=230.4%
[monitor] ['78%', '100%', '81%', '74%']  memcached=232.0%
[monitor] ['79%', '100%', '81%', '76%']  memcached=236.3%
[monitor] ['74%', '100%', '76%', '72%']  memcached=221.2%
[monitor] ['75%', '100%', '76%', '74%']  memcached=224.4%
[monitor] ['75%', '100%', '77%', '72%']  memcached=223.7%
[monitor] ['74%', '100%', '77%', '72%']  memcached=223.8%
[monitor] ['74%', '100%', '73%', '72%']  memcached=219.1%
