Controller pinned to core 3.
Scheduler started.
pulled barnes
pulled radix
pulled blackscholes
pulled canneal
pulled freqmine
pulled streamcluster
pulled vips
[MEMCACHED] cores updated to: ['0', '1', '2']
[radix] started on cores: [3] with 1 threads.
[monitor] ['0%', '0%', '0%', '100%']  memcached=0.0%
[monitor] ['54%', '100%', '61%', '57%']  memcached=172.5%
[monitor] ['55%', '100%', '59%', '58%']  memcached=170.9%
[monitor] ['53%', '100%', '60%', '56%']  memcached=168.8%
[monitor] ['53%', '100%', '60%', '58%']  memcached=170.8%
[monitor] ['53%', '100%', '55%', '57%']  memcached=164.6%
[monitor] ['52%', '100%', '60%', '59%']  memcached=170.3%
[monitor] ['52%', '100%', '58%', '56%']  memcached=165.4%
[monitor] ['54%', '100%', '61%', '56%']  memcached=171.0%
[monitor] ['55%', '100%', '60%', '61%']  memcached=175.7%
[monitor] ['54%', '100%', '60%', '58%']  memcached=172.6%
[monitor] ['53%', '100%', '61%', '59%']  memcached=173.5%
[monitor] ['52%', '100%', '58%', '56%']  memcached=165.0%
[monitor] ['53%', '100%', '60%', '61%']  memcached=174.2%
[monitor] ['54%', '100%', '60%', '58%']  memcached=172.6%
[monitor] ['56%', '100%', '65%', '62%']  memcached=182.7%
[monitor] ['68%', '100%', '76%', '73%']  memcached=216.8%
[monitor] ['66%', '100%', '74%', '74%']  memcached=213.3%
[monitor] ['66%', '100%', '76%', '73%']  memcached=214.8%
[monitor] ['67%', '100%', '78%', '74%']  memcached=218.3%
[monitor] ['67%', '100%', '75%', '74%']  memcached=215.2%
[monitor] ['64%', '100%', '70%', '69%']  memcached=201.9%
[monitor] ['69%', '100%', '78%', '74%']  memcached=220.4%
[monitor] ['65%', '100%', '71%', '74%']  memcached=209.2%
[monitor] ['65%', '100%', '74%', '71%']  memcached=210.4%
[monitor] ['62%', '100%', '73%', '69%']  memcached=203.8%
[monitor] ['67%', '100%', '75%', '69%']  memcached=210.4%
[monitor] ['66%', '100%', '75%', '71%']  memcached=212.1%
[monitor] ['67%', '100%', '76%', '73%']  memcached=215.2%
[monitor] ['64%', '100%', '74%', '71%']  memcached=208.6%
[monitor] ['67%', '100%', '75%', '70%']  memcached=211.4%
[monitor] ['64%', '100%', '72%', '69%']  memcached=204.4%
[monitor] ['65%', '100%', '74%', '71%']  memcached=209.5%
[monitor] ['69%', '100%', '74%', '74%']  memcached=217.2%
[monitor] ['67%', '100%', '74%', '74%']  memcached=214.4%
[monitor] ['62%', '100%', '72%', '68%']  memcached=202.0%
[monitor] ['66%', '100%', '75%', '73%']  memcached=213.4%
[monitor] ['67%', '100%', '75%', '74%']  memcached=215.2%
[monitor] ['64%', '100%', '74%', '69%']  memcached=206.6%
[monitor] ['68%', '100%', '79%', '74%']  memcached=220.0%
[monitor] ['66%', '100%', '76%', '73%']  memcached=215.1%
[monitor] ['67%', '100%', '76%', '71%']  memcached=213.9%
[monitor] ['64%', '100%', '73%', '71%']  memcached=207.0%
[monitor] ['68%', '100%', '75%', '71%']  memcached=214.1%
[monitor] ['67%', '100%', '77%', '74%']  memcached=217.3%
[monitor] ['65%', '100%', '77%', '72%']  memcached=213.1%
[monitor] ['67%', '100%', '76%', '74%']  memcached=216.7%
[monitor] ['67%', '100%', '77%', '73%']  memcached=216.5%
[monitor] ['68%', '100%', '78%', '72%']  memcached=218.0%
[monitor] ['65%', '100%', '72%', '71%']  memcached=208.0%
[monitor] ['62%', '100%', '76%', '74%']  memcached=211.8%
[monitor] ['64%', '100%', '74%', '69%']  memcached=207.4%
[monitor] ['67%', '100%', '76%', '72%']  memcached=215.4%
[monitor] ['66%', '100%', '76%', '72%']  memcached=213.3%
[monitor] ['69%', '100%', '78%', '77%']  memcached=223.8%
[monitor] ['64%', '100%', '76%', '71%']  memcached=210.0%
[monitor] ['66%', '100%', '74%', '71%']  memcached=209.7%
[monitor] ['66%', '100%', '75%', '72%']  memcached=212.9%
[monitor] ['68%', '100%', '77%', '74%']  memcached=217.9%
[monitor] ['67%', '100%', '76%', '75%']  memcached=217.4%
[monitor] ['65%', '100%', '76%', '70%']  memcached=210.7%
[monitor] ['64%', '100%', '73%', '70%']  memcached=206.1%
[monitor] ['70%', '100%', '78%', '74%']  memcached=222.1%
[monitor] ['68%', '100%', '77%', '73%']  memcached=217.8%
[monitor] ['64%', '100%', '73%', '71%']  memcached=207.0%
[monitor] ['71%', '100%', '87%', '78%']  memcached=236.2%
[monitor] ['79%', '100%', '91%', '88%']  memcached=257.3%
[monitor] ['78%', '100%', '90%', '84%']  memcached=252.3%
[monitor] ['73%', '100%', '90%', '83%']  memcached=246.7%
[monitor] ['75%', '100%', '87%', '79%']  memcached=240.9%
[monitor] ['72%', '100%', '84%', '82%']  memcached=238.1%
[monitor] ['78%', '100%', '90%', '84%']  memcached=252.8%
[monitor] ['71%', '100%', '87%', '82%']  memcached=240.4%
[monitor] ['76%', '100%', '84%', '79%']  memcached=238.9%
[monitor] ['71%', '100%', '82%', '79%']  memcached=232.2%
[monitor] ['73%', '100%', '87%', '79%']  memcached=238.6%
[monitor] ['76%', '100%', '90%', '82%']  memcached=247.9%
[monitor] ['81%', '100%', '91%', '88%']  memcached=259.4%
[monitor] ['79%', '100%', '90%', '84%']  memcached=253.2%
[monitor] ['75%', '100%', '84%', '79%']  memcached=238.3%
[monitor] ['73%', '100%', '88%', '81%']  memcached=241.9%
[monitor] ['75%', '100%', '87%', '84%']  memcached=245.5%
[monitor] ['75%', '100%', '88%', '85%']  memcached=247.3%
[monitor] ['75%', '100%', '87%', '79%']  memcached=240.9%
[monitor] ['79%', '100%', '90%', '88%']  memcached=257.0%
[monitor] ['76%', '100%', '90%', '82%']  memcached=247.9%
[monitor] ['73%', '100%', '84%', '82%']  memcached=239.0%
[monitor] ['72%', '100%', '88%', '81%']  memcached=240.6%
[monitor] ['79%', '100%', '87%', '82%']  memcached=247.3%
[monitor] ['72%', '100%', '84%', '79%']  memcached=235.7%
[monitor] ['74%', '100%', '87%', '81%']  memcached=242.5%
[monitor] ['75%', '100%', '90%', '84%']  memcached=249.4%
[monitor] ['79%', '100%', '90%', '84%']  memcached=253.5%
[monitor] ['78%', '100%', '91%', '84%']  memcached=253.1%
[monitor] ['77%', '100%', '90%', '87%']  memcached=254.5%
[monitor] ['81%', '100%', '93%', '85%']  memcached=258.6%
[monitor] ['74%', '100%', '88%', '84%']  memcached=246.1%
[monitor] ['74%', '100%', '84%', '78%']  memcached=236.8%
[monitor] ['73%', '100%', '84%', '79%']  memcached=236.5%
[monitor] ['73%', '100%', '84%', '81%']  memcached=237.7%
[monitor] ['73%', '100%', '84%', '81%']  memcached=237.8%
[monitor] ['70%', '100%', '84%', '78%']  memcached=232.0%
[monitor] ['72%', '100%', '84%', '79%']  memcached=234.5%
[monitor] ['72%', '100%', '84%', '80%']  memcached=235.7%
[monitor] ['74%', '100%', '84%', '77%']  memcached=235.0%
[monitor] ['74%', '100%', '85%', '78%']  memcached=236.5%
[monitor] ['72%', '100%', '87%', '79%']  memcached=237.8%
[monitor] ['70%', '100%', '85%', '82%']  memcached=236.7%
[monitor] ['81%', '100%', '90%', '84%']  memcached=254.8%
[monitor] ['75%', '100%', '87%', '78%']  memcached=240.2%
[monitor] ['73%', '100%', '84%', '79%']  memcached=236.5%
[monitor] ['77%', '100%', '90%', '87%']  memcached=254.5%
[monitor] ['76%', '100%', '90%', '85%']  memcached=250.9%
[monitor] ['71%', '100%', '84%', '78%']  memcached=233.0%
[monitor] ['76%', '100%', '88%', '81%']  memcached=244.5%
[monitor] ['67%', '100%', '76%', '70%']  memcached=212.4%
[monitor] ['62%', '100%', '69%', '68%']  memcached=198.9%
[monitor] ['63%', '100%', '71%', '67%']  memcached=200.1%
[monitor] ['59%', '100%', '71%', '67%']  memcached=196.6%
[monitor] ['65%', '100%', '72%', '68%']  memcached=204.2%
[monitor] ['65%', '100%', '72%', '65%']  memcached=201.6%
[monitor] ['62%', '100%', '73%', '71%']  memcached=206.7%
[monitor] ['66%', '100%', '74%', '68%']  memcached=206.9%
[monitor] ['65%', '100%', '73%', '70%']  memcached=207.1%
[monitor] ['64%', '100%', '70%', '69%']  memcached=201.9%
[monitor] ['62%', '100%', '71%', '70%']  memcached=203.6%
[monitor] ['62%', '100%', '72%', '68%']  memcached=202.0%
[monitor] ['62%', '100%', '70%', '69%']  memcached=200.8%
[monitor] ['63%', '100%', '75%', '74%']  memcached=212.6%
[monitor] ['62%', '100%', '70%', '69%']  memcached=200.8%
[monitor] ['64%', '100%', '73%', '67%']  memcached=203.0%
[monitor] ['65%', '100%', '73%', '70%']  memcached=207.1%
[monitor] ['64%', '100%', '71%', '70%']  memcached=203.9%
[monitor] ['60%', '100%', '71%', '67%']  memcached=197.3%
[monitor] ['62%', '100%', '71%', '68%']  memcached=200.8%
[monitor] ['61%', '100%', '71%', '70%']  memcached=201.6%
[monitor] ['62%', '100%', '68%', '65%']  memcached=194.1%
[monitor] ['61%', '100%', '70%', '66%']  memcached=196.0%
[monitor] ['67%', '100%', '70%', '70%']  memcached=206.1%
[monitor] ['61%', '100%', '71%', '69%']  memcached=201.3%
[monitor] ['63%', '100%', '70%', '67%']  memcached=199.2%
[monitor] ['64%', '100%', '71%', '71%']  memcached=204.8%
[monitor] ['62%', '100%', '74%', '69%']  memcached=204.6%
[monitor] ['62%', '100%', '69%', '67%']  memcached=197.9%
[monitor] ['62%', '100%', '71%', '67%']  memcached=199.0%
[monitor] ['65%', '100%', '69%', '68%']  memcached=201.1%
[monitor] ['64%', '100%', '71%', '67%']  memcached=201.7%
[monitor] ['62%', '100%', '71%', '69%']  memcached=201.8%
[monitor] ['65%', '100%', '73%', '67%']  memcached=204.1%
[monitor] ['62%', '100%', '72%', '70%']  memcached=203.3%
[monitor] ['62%', '100%', '70%', '71%']  memcached=202.8%
[monitor] ['61%', '100%', '73%', '67%']  memcached=200.0%
[monitor] ['61%', '100%', '70%', '71%']  memcached=201.6%
[monitor] ['67%', '100%', '73%', '68%']  memcached=207.0%
[monitor] ['62%', '100%', '71%', '69%']  memcached=201.8%
[monitor] ['66%', '100%', '74%', '70%']  memcached=209.7%
[monitor] ['64%', '100%', '71%', '68%']  memcached=202.3%
[monitor] ['65%', '100%', '70%', '71%']  memcached=205.0%
[monitor] ['59%', '100%', '71%', '64%']  memcached=193.6%
[monitor] ['65%', '100%', '71%', '69%']  memcached=204.2%
[monitor] ['62%', '100%', '68%', '66%']  memcached=195.1%
[monitor] ['62%', '100%', '70%', '68%']  memcached=199.1%
[monitor] ['62%', '100%', '74%', '66%']  memcached=201.7%
[monitor] ['65%', '100%', '71%', '69%']  memcached=203.9%
[monitor] ['61%', '100%', '71%', '66%']  memcached=197.5%
[monitor] ['41%', '100%', '45%', '45%']  memcached=132.1%
[MEMCACHED] cores updated to: ['0', '3']
[freqmine] cores updated to: [2, 1]
[monitor] ['47%', '100%', '100%', '51%']  memcached=98.3%
[monitor] ['47%', '100%', '100%', '50%']  memcached=97.1%
[monitor] ['45%', '100%', '100%', '47%']  memcached=92.5%
[monitor] ['47%', '100%', '100%', '51%']  memcached=98.5%
[monitor] ['44%', '100%', '100%', '50%']  memcached=93.8%
[monitor] ['48%', '100%', '100%', '53%']  memcached=101.4%
[monitor] ['48%', '100%', '100%', '56%']  memcached=104.0%
[monitor] ['47%', '100%', '100%', '51%']  memcached=98.3%
[monitor] ['47%', '100%', '100%', '53%']  memcached=99.8%
[monitor] ['50%', '100%', '100%', '54%']  memcached=104.1%
[monitor] ['50%', '100%', '100%', '57%']  memcached=107.1%
[monitor] ['54%', '100%', '100%', '56%']  memcached=109.8%
[monitor] ['50%', '100%', '100%', '50%']  memcached=100.0%
[monitor] ['47%', '100%', '100%', '50%']  memcached=96.9%
[monitor] ['49%', '100%', '100%', '51%']  memcached=100.0%
[monitor] ['49%', '100%', '100%', '47%']  memcached=95.6%
[monitor] ['45%', '100%', '100%', '45%']  memcached=90.9%
[monitor] ['45%', '100%', '100%', '49%']  memcached=94.0%
[monitor] ['47%', '100%', '100%', '49%']  memcached=95.6%
[monitor] ['49%', '100%', '100%', '48%']  memcached=97.1%
[monitor] ['48%', '100%', '100%', '50%']  memcached=98.5%
[monitor] ['45%', '100%', '100%', '48%']  memcached=93.9%
[monitor] ['46%', '100%', '100%', '47%']  memcached=92.8%
[monitor] ['45%', '100%', '100%', '47%']  memcached=92.5%
[monitor] ['49%', '100%', '100%', '54%']  memcached=102.6%
[monitor] ['48%', '100%', '100%', '52%']  memcached=100.0%
[monitor] ['45%', '100%', '100%', '53%']  memcached=98.2%
[monitor] ['49%', '100%', '100%', '49%']  memcached=97.1%
[monitor] ['47%', '100%', '100%', '50%']  memcached=97.1%
[monitor] ['44%', '100%', '100%', '48%']  memcached=92.2%
[monitor] ['47%', '100%', '100%', '48%']  memcached=95.5%
[monitor] ['45%', '100%', '100%', '47%']  memcached=92.5%
[monitor] ['44%', '100%', '100%', '45%']  memcached=89.2%
[monitor] ['47%', '100%', '100%', '48%']  memcached=95.5%
[monitor] ['47%', '100%', '100%', '50%']  memcached=97.1%
[monitor] ['47%', '100%', '100%', '49%']  memcached=95.6%
[monitor] ['42%', '100%', '100%', '48%']  memcached=90.9%
[monitor] ['47%', '100%', '100%', '47%']  memcached=94.1%
[monitor] ['45%', '100%', '100%', '49%']  memcached=94.0%
[monitor] ['50%', '100%', '100%', '50%']  memcached=100.0%
[monitor] ['47%', '100%', '100%', '54%']  memcached=101.3%
[monitor] ['45%', '100%', '100%', '47%']  memcached=92.5%
[monitor] ['47%', '100%', '100%', '49%']  memcached=95.6%
[monitor] ['44%', '100%', '100%', '49%']  memcached=92.7%
[monitor] ['47%', '100%', '100%', '51%']  memcached=98.3%
[monitor] ['49%', '100%', '100%', '49%']  memcached=97.1%
[monitor] ['49%', '100%', '100%', '50%']  memcached=98.6%
[monitor] ['47%', '100%', '100%', '47%']  memcached=94.3%
[monitor] ['42%', '100%', '100%', '42%']  memcached=84.8%
[monitor] ['23%', '100%', '100%', '17%']  memcached=39.8%
[MEMCACHED] cores updated to: ['0']
[freqmine] cores updated to: [2, 1, 3]
[monitor] ['32%', '100%', '100%', '100%']  memcached=32.3%
[monitor] ['27%', '100%', '100%', '100%']  memcached=26.7%
[monitor] ['29%', '100%', '100%', '100%']  memcached=29.0%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['29%', '100%', '100%', '100%']  memcached=29.0%
[monitor] ['24%', '100%', '100%', '100%']  memcached=24.1%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['25%', '100%', '100%', '100%']  memcached=25.0%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['27%', '100%', '100%', '100%']  memcached=26.7%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['29%', '100%', '100%', '100%']  memcached=29.0%
[monitor] ['28%', '100%', '100%', '100%']  memcached=27.6%
[monitor] ['32%', '100%', '100%', '100%']  memcached=32.3%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['31%', '100%', '100%', '100%']  memcached=31.2%
[monitor] ['34%', '100%', '100%', '100%']  memcached=34.4%
[monitor] ['27%', '100%', '100%', '100%']  memcached=26.7%
[monitor] ['32%', '100%', '100%', '100%']  memcached=32.3%
[monitor] ['32%', '100%', '100%', '100%']  memcached=32.3%
[monitor] ['27%', '100%', '100%', '100%']  memcached=26.7%
[monitor] ['38%', '100%', '100%', '100%']  memcached=37.5%
[monitor] ['21%', '100%', '100%', '100%']  memcached=21.4%
[monitor] ['34%', '100%', '100%', '100%']  memcached=34.4%
[monitor] ['27%', '100%', '100%', '100%']  memcached=26.7%
[monitor] ['32%', '100%', '100%', '100%']  memcached=32.3%
[monitor] ['36%', '100%', '100%', '100%']  memcached=36.4%
[monitor] ['24%', '100%', '100%', '100%']  memcached=24.1%
[monitor] ['26%', '100%', '100%', '100%']  memcached=25.8%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['27%', '100%', '100%', '100%']  memcached=26.7%
[monitor] ['21%', '100%', '100%', '100%']  memcached=21.4%
[monitor] ['32%', '100%', '100%', '100%']  memcached=32.3%
[monitor] ['33%', '100%', '100%', '100%']  memcached=33.3%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['24%', '100%', '100%', '100%']  memcached=24.1%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['31%', '100%', '100%', '100%']  memcached=31.2%
[monitor] ['30%', '100%', '100%', '100%']  memcached=30.0%
[monitor] ['32%', '100%', '100%', '100%']  memcached=32.3%
[monitor] ['32%', '100%', '100%', '100%']  memcached=32.3%
[monitor] ['37%', '100%', '100%', '100%']  memcached=36.7%
[monitor] ['29%', '100%', '100%', '100%']  memcached=29.0%
[monitor] ['34%', '100%', '100%', '100%']  memcached=34.4%
[monitor] ['57%', '100%', '100%', '100%']  memcached=56.7%
[monitor] ['97%', '100%', '100%', '100%']  memcached=96.7%
[MEMCACHED] cores updated to: ['0', '1', '3']
[freqmine] cores updated to: [2]
[monitor] ['59%', '63%', '100%', '65%']  memcached=186.4%
[monitor] ['57%', '63%', '100%', '65%']  memcached=184.7%
[monitor] ['59%', '62%', '100%', '64%']  memcached=184.5%
[monitor] ['59%', '64%', '100%', '65%']  memcached=187.6%
[monitor] ['58%', '62%', '100%', '63%']  memcached=183.0%
[monitor] ['60%', '63%', '100%', '67%']  memcached=189.5%
[monitor] ['56%', '63%', '100%', '64%']  memcached=182.7%
[monitor] ['59%', '61%', '100%', '66%']  memcached=185.1%
[monitor] ['63%', '63%', '100%', '66%']  memcached=191.4%
[monitor] ['58%', '59%', '100%', '64%']  memcached=180.8%
[monitor] ['62%', '66%', '100%', '69%']  memcached=196.1%
[monitor] ['56%', '62%', '100%', '67%']  memcached=185.4%
[monitor] ['59%', '62%', '100%', '64%']  memcached=184.2%
[monitor] ['59%', '62%', '100%', '64%']  memcached=184.9%
[monitor] ['55%', '58%', '100%', '61%']  memcached=173.5%
[monitor] ['60%', '62%', '100%', '64%']  memcached=185.4%
[monitor] ['56%', '61%', '100%', '63%']  memcached=179.7%
[monitor] ['57%', '64%', '100%', '66%']  memcached=186.7%
[monitor] ['58%', '56%', '100%', '63%']  memcached=176.7%
[monitor] ['60%', '63%', '100%', '67%']  memcached=189.5%
[monitor] ['58%', '64%', '100%', '66%']  memcached=187.2%
[monitor] ['59%', '62%', '100%', '65%']  memcached=185.5%
[monitor] ['60%', '62%', '100%', '65%']  memcached=186.5%
[monitor] ['62%', '67%', '100%', '68%']  memcached=196.4%
[monitor] ['60%', '59%', '100%', '65%']  memcached=183.7%
[monitor] ['58%', '65%', '100%', '64%']  memcached=185.9%
[monitor] ['57%', '58%', '100%', '65%']  memcached=179.4%
[monitor] ['60%', '60%', '100%', '61%']  memcached=180.6%
[monitor] ['59%', '64%', '100%', '65%']  memcached=187.2%
[monitor] ['60%', '62%', '100%', '62%']  memcached=184.3%
[monitor] ['59%', '64%', '100%', '67%']  memcached=189.4%
[monitor] ['58%', '61%', '100%', '64%']  memcached=182.1%
[monitor] ['58%', '63%', '100%', '66%']  memcached=186.1%
[monitor] ['58%', '60%', '100%', '62%']  memcached=180.5%
[monitor] ['56%', '59%', '100%', '64%']  memcached=179.3%
[monitor] ['62%', '60%', '100%', '63%']  memcached=185.0%
[monitor] ['59%', '62%', '100%', '65%']  memcached=185.3%
[monitor] ['58%', '64%', '100%', '67%']  memcached=188.1%
[monitor] ['59%', '59%', '100%', '64%']  memcached=182.1%
[monitor] ['56%', '64%', '100%', '67%']  memcached=186.6%
[monitor] ['60%', '61%', '100%', '66%']  memcached=186.4%
[monitor] ['59%', '62%', '100%', '65%']  memcached=185.8%
[monitor] ['58%', '63%', '100%', '67%']  memcached=187.9%
[monitor] ['59%', '62%', '100%', '64%']  memcached=184.5%
[monitor] ['58%', '63%', '100%', '64%']  memcached=184.1%
[monitor] ['58%', '59%', '100%', '63%']  memcached=179.8%
[monitor] ['55%', '60%', '100%', '62%']  memcached=176.7%
[monitor] ['59%', '59%', '100%', '64%']  memcached=181.3%
[monitor] ['58%', '61%', '100%', '64%']  memcached=182.1%
[monitor] ['55%', '61%', '100%', '65%']  memcached=179.9%
[monitor] ['58%', '63%', '100%', '65%']  memcached=185.3%
[monitor] ['58%', '59%', '100%', '61%']  memcached=177.0%
[monitor] ['59%', '59%', '100%', '66%']  memcached=183.9%
[monitor] ['59%', '62%', '100%', '63%']  memcached=183.4%
[monitor] ['55%', '60%', '100%', '65%']  memcached=179.5%
[monitor] ['56%', '63%', '100%', '64%']  memcached=182.6%
[monitor] ['56%', '61%', '100%', '63%']  memcached=179.7%
[monitor] ['58%', '59%', '100%', '61%']  memcached=177.8%
[monitor] ['58%', '61%', '100%', '66%']  memcached=183.9%
[monitor] ['57%', '59%', '100%', '63%']  memcached=178.8%
[monitor] ['55%', '61%', '100%', '62%']  memcached=177.2%
[monitor] ['57%', '59%', '100%', '64%']  memcached=179.6%
[monitor] ['60%', '66%', '100%', '64%']  memcached=189.6%
[monitor] ['58%', '62%', '100%', '64%']  memcached=184.0%
[monitor] ['53%', '60%', '100%', '63%']  memcached=176.0%
[monitor] ['60%', '62%', '100%', '66%']  memcached=187.5%
[monitor] ['58%', '63%', '100%', '64%']  memcached=185.1%
[monitor] ['58%', '60%', '100%', '62%']  memcached=179.3%
[monitor] ['56%', '62%', '100%', '66%']  memcached=183.4%
[monitor] ['56%', '63%', '100%', '65%']  memcached=183.8%
[monitor] ['58%', '60%', '100%', '63%']  memcached=181.2%
[monitor] ['56%', '58%', '100%', '63%']  memcached=176.3%
[monitor] ['57%', '61%', '100%', '63%']  memcached=180.6%
[monitor] ['57%', '58%', '100%', '63%']  memcached=178.3%
[monitor] ['56%', '60%', '100%', '62%']  memcached=178.0%
[monitor] ['60%', '63%', '100%', '64%']  memcached=186.5%
[monitor] ['56%', '61%', '100%', '62%']  memcached=178.3%
[monitor] ['56%', '60%', '100%', '64%']  memcached=180.1%
[monitor] ['57%', '61%', '100%', '64%']  memcached=182.1%
[monitor] ['59%', '62%', '100%', '64%']  memcached=184.5%
[monitor] ['56%', '62%', '100%', '62%']  memcached=179.4%
[monitor] ['58%', '59%', '100%', '63%']  memcached=179.3%
[monitor] ['57%', '63%', '100%', '64%']  memcached=183.6%
[monitor] ['58%', '60%', '100%', '63%']  memcached=180.4%
[monitor] ['57%', '62%', '100%', '62%']  memcached=180.7%
[monitor] ['61%', '61%', '100%', '63%']  memcached=184.6%
[monitor] ['59%', '58%', '100%', '63%']  memcached=179.3%
[monitor] ['57%', '59%', '100%', '65%']  memcached=181.2%
[monitor] ['56%', '62%', '100%', '62%']  memcached=179.8%
[monitor] ['57%', '58%', '100%', '62%']  memcached=176.5%
[monitor] ['59%', '59%', '100%', '65%']  memcached=183.1%
[monitor] ['56%', '58%', '100%', '62%']  memcached=176.0%
[monitor] ['61%', '63%', '100%', '64%']  memcached=187.9%
[monitor] ['59%', '63%', '100%', '64%']  memcached=185.6%
[monitor] ['58%', '58%', '100%', '62%']  memcached=177.7%
[monitor] ['58%', '65%', '100%', '66%']  memcached=188.0%
[monitor] ['58%', '62%', '100%', '64%']  memcached=183.2%
[monitor] ['55%', '63%', '100%', '66%']  memcached=183.4%
[monitor] ['66%', '71%', '100%', '74%']  memcached=209.7%
[monitor] ['67%', '71%', '100%', '74%']  memcached=211.9%
[monitor] ['68%', '71%', '100%', '73%']  memcached=211.8%
[monitor] ['69%', '71%', '100%', '74%']  memcached=212.9%
[monitor] ['67%', '73%', '100%', '74%']  memcached=212.9%
[monitor] ['69%', '71%', '100%', '76%']  memcached=216.5%
[monitor] ['63%', '71%', '100%', '72%']  memcached=206.1%
[monitor] ['69%', '76%', '100%', '76%']  memcached=221.0%
[monitor] ['68%', '69%', '100%', '74%']  memcached=209.9%
[monitor] ['68%', '71%', '100%', '74%']  memcached=211.8%
[monitor] ['67%', '71%', '100%', '76%']  memcached=213.4%
[monitor] ['67%', '71%', '100%', '72%']  memcached=210.3%
[monitor] ['67%', '73%', '100%', '76%']  memcached=215.9%
[monitor] ['69%', '75%', '100%', '74%']  memcached=217.9%
[monitor] ['67%', '72%', '100%', '73%']  memcached=211.3%
[monitor] ['65%', '68%', '100%', '73%']  memcached=205.1%
[monitor] ['67%', '74%', '100%', '75%']  memcached=215.2%
[monitor] ['65%', '68%', '100%', '71%']  memcached=203.7%
[monitor] ['67%', '71%', '100%', '75%']  memcached=212.3%
[monitor] ['68%', '74%', '100%', '76%']  memcached=217.8%
[monitor] ['68%', '70%', '100%', '74%']  memcached=210.9%
[monitor] ['64%', '71%', '100%', '73%']  memcached=207.0%
[monitor] ['67%', '68%', '100%', '72%']  memcached=206.5%
[monitor] ['62%', '68%', '100%', '71%']  memcached=200.0%
[monitor] ['70%', '72%', '100%', '75%']  memcached=216.6%
[monitor] ['66%', '73%', '100%', '75%']  memcached=213.4%
[monitor] ['67%', '71%', '100%', '74%']  memcached=210.8%
[monitor] ['66%', '71%', '100%', '72%']  memcached=208.2%
[monitor] ['70%', '72%', '100%', '74%']  memcached=215.9%
[monitor] ['66%', '69%', '100%', '73%']  memcached=207.1%
[monitor] ['66%', '73%', '100%', '75%']  memcached=213.4%
[monitor] ['68%', '74%', '100%', '76%']  memcached=217.7%
[monitor] ['69%', '75%', '100%', '77%']  memcached=220.9%
[monitor] ['68%', '70%', '100%', '74%']  memcached=211.6%
[monitor] ['65%', '71%', '100%', '74%']  memcached=210.4%
[monitor] ['65%', '73%', '100%', '74%']  memcached=211.0%
[monitor] ['68%', '69%', '100%', '74%']  memcached=209.9%
[monitor] ['65%', '69%', '100%', '72%']  memcached=206.4%
[monitor] ['64%', '70%', '100%', '73%']  memcached=206.1%
[monitor] ['67%', '70%', '100%', '74%']  memcached=209.9%
[monitor] ['69%', '74%', '100%', '77%']  memcached=220.2%
[monitor] ['67%', '71%', '100%', '74%']  memcached=211.6%
[monitor] ['67%', '69%', '100%', '74%']  memcached=209.7%
[monitor] ['67%', '74%', '100%', '73%']  memcached=212.9%
[monitor] ['68%', '70%', '100%', '74%']  memcached=211.6%
[monitor] ['68%', '71%', '100%', '74%']  memcached=212.6%
[monitor] ['66%', '73%', '100%', '74%']  memcached=212.5%
[monitor] ['66%', '72%', '100%', '76%']  memcached=213.5%
[monitor] ['67%', '70%', '100%', '71%']  memcached=207.0%
[monitor] ['66%', '71%', '100%', '76%']  memcached=212.8%
[monitor] ['50%', '50%', '100%', '51%']  memcached=151.4%
[monitor] ['49%', '53%', '100%', '53%']  memcached=154.1%
[monitor] ['49%', '51%', '100%', '53%']  memcached=152.8%
[monitor] ['49%', '50%', '100%', '54%']  memcached=152.9%
[monitor] ['47%', '48%', '100%', '51%']  memcached=146.8%
[monitor] ['47%', '54%', '100%', '53%']  memcached=154.1%
[monitor] ['47%', '47%', '100%', '54%']  memcached=148.0%
[monitor] ['49%', '53%', '100%', '54%']  memcached=155.6%
[monitor] ['53%', '51%', '100%', '54%']  memcached=158.1%
[monitor] ['48%', '50%', '100%', '53%']  memcached=151.3%
[monitor] ['49%', '54%', '100%', '53%']  memcached=155.6%
[monitor] ['45%', '52%', '100%', '54%']  memcached=151.3%
[monitor] ['50%', '51%', '100%', '51%']  memcached=152.9%
[monitor] ['44%', '49%', '100%', '53%']  memcached=145.1%
[monitor] ['47%', '52%', '100%', '53%']  memcached=151.5%
